InvoiceID,Branch,City,CustomerType,Gender,ProductLine,UnitPrice,Quantity,Tax5%,Total,Date,Time,TimeOfDay,Hour,Payment,Cogs,GrossMargin Percentage,GrossIncome,Rating,MonthName,Month,Day,Year
488-25-4221,C,Naypyitaw,Member,Female,Food and beverages,30.41,1,1.52,31.93,22/2/2019,10:36:00 am,Morning,10,Credit card,30.41,4.76,1.52,8.4,February,2,22,2019
239-10-7476,A,Yangon,Normal,Female,Home and lifestyle,77.95,6,23.38,491.08,21/1/2019,4:37:00 pm,Afternoon,16,Ewallet,467.7,4.76,23.38,8,January,1,21,2019
458-41-1477,C,Naypyitaw,Normal,Female,Health and beauty,46.26,6,13.88,291.44,8/3/2019,5:11:00 pm,Evening,17,Credit card,277.56,4.76,13.88,9.5,March,3,8,2019
685-64-1609,A,Yangon,Member,Female,Fashion accessories,30.14,10,15.07,316.47,10/2/2019,12:28:00 pm,Afternoon,12,Ewallet,301.4,4.76,15.07,9.2,February,2,10,2019
568-90-5112,C,Naypyitaw,Normal,Male,Health and beauty,66.14,4,13.23,277.79,19/3/2019,12:46:00 pm,Afternoon,12,Credit card,264.56,4.76,13.23,5.6,March,3,19,2019
262-47-2794,B,Mandalay,Member,Male,Home and lifestyle,71.86,8,28.74,603.62,6/3/2019,3:07:00 pm,Afternoon,15,Credit card,574.88,4.76,28.74,6.2,March,3,6,2019
238-49-0436,A,Yangon,Normal,Male,Health and beauty,32.46,8,12.98,272.66,27/3/2019,1:48:00 pm,Afternoon,13,Credit card,259.68,4.76,12.98,4.9,March,3,27,2019
608-96-3517,B,Mandalay,Member,Female,Fashion accessories,91.54,4,18.31,384.47,23/3/2019,7:20:00 pm,Evening,19,Credit card,366.16,4.76,18.31,4.8,March,3,23,2019
584-86-7256,C,Naypyitaw,Member,Male,Sports and travel,34.56,7,12.1,254.02,11/3/2019,4:07:00 pm,Afternoon,16,Credit card,241.92,4.76,12.1,7.3,March,3,11,2019
746-94-0204,A,Yangon,Normal,Male,Fashion accessories,83.24,9,37.46,786.62,29/1/2019,11:56:00 am,Morning,11,Credit card,749.16,4.76,37.46,7.4,January,1,29,2019
214-17-6927,C,Naypyitaw,Normal,Female,Food and beverages,16.48,6,4.94,103.82,7/2/2019,6:23:00 pm,Evening,18,Ewallet,98.88,4.76,4.94,9.9,February,2,7,2019
400-89-4171,C,Naypyitaw,Normal,Female,Sports and travel,80.97,8,32.39,680.15,28/1/2019,1:05:00 pm,Afternoon,13,Cash,647.76,4.76,32.39,9.3,January,1,28,2019
782-95-9291,A,Yangon,Member,Male,Food and beverages,92.29,5,23.07,484.52,20/2/2019,3:55:00 pm,Afternoon,15,Credit card,461.45,4.76,23.07,9,February,2,20,2019
279-74-2924,B,Mandalay,Member,Male,Electronic accessories,72.17,1,3.61,75.78,4/1/2019,7:40:00 pm,Evening,19,Cash,72.17,4.76,3.61,6.1,January,1,4,2019
307-85-2293,B,Mandalay,Normal,Male,Home and lifestyle,50.28,5,12.57,263.97,7/3/2019,1:58:00 pm,Afternoon,13,Ewallet,251.4,4.76,12.57,9.7,March,3,7,2019
743-04-1105,B,Mandalay,Member,Male,Health and beauty,97.22,9,43.75,918.73,30/3/2019,2:43:00 pm,Afternoon,14,Ewallet,874.98,4.76,43.75,6,March,3,30,2019
423-57-2993,B,Mandalay,Normal,Male,Sports and travel,93.39,6,28.02,588.36,27/3/2019,7:18:00 pm,Evening,19,Ewallet,560.34,4.76,28.02,10,March,3,27,2019
894-41-5205,C,Naypyitaw,Normal,Female,Food and beverages,43.18,8,17.27,362.71,19/1/2019,7:39:00 pm,Evening,19,Credit card,345.44,4.76,17.27,8.3,January,1,19,2019
275-28-0149,A,Yangon,Normal,Male,Sports and travel,63.69,1,3.18,66.87,25/2/2019,4:21:00 pm,Afternoon,16,Cash,63.69,4.76,3.18,6,February,2,25,2019
101-17-6199,A,Yangon,Normal,Male,Food and beverages,45.79,7,16.03,336.56,13/3/2019,7:44:00 pm,Evening,19,Credit card,320.53,4.76,16.03,7,March,3,13,2019
423-80-0988,C,Naypyitaw,Normal,Male,Sports and travel,76.4,2,7.64,160.44,30/1/2019,7:42:00 pm,Evening,19,Ewallet,152.8,4.76,7.64,6.5,January,1,30,2019
548-46-9322,B,Mandalay,Normal,Male,Food and beverages,39.9,10,19.95,418.95,20/2/2019,3:24:00 pm,Afternoon,15,Credit card,399,4.76,19.95,5.9,February,2,20,2019
505-02-0892,B,Mandalay,Member,Male,Health and beauty,42.57,8,17.03,357.59,25/2/2019,2:12:00 pm,Afternoon,14,Ewallet,340.56,4.76,17.03,5.6,February,2,25,2019
234-65-2137,C,Naypyitaw,Normal,Male,Home and lifestyle,95.58,10,47.79,1003.59,16/1/2019,1:32:00 pm,Afternoon,13,Cash,955.8,4.76,47.79,4.8,January,1,16,2019
687-47-8271,A,Yangon,Normal,Male,Fashion accessories,98.98,10,49.49,1039.29,8/2/2019,4:20:00 pm,Afternoon,16,Credit card,989.8,4.76,49.49,8.7,February,2,8,2019
796-32-9050,A,Yangon,Normal,Male,Food and beverages,51.28,6,15.38,323.06,19/1/2019,4:31:00 pm,Afternoon,16,Cash,307.68,4.76,15.38,6.5,January,1,19,2019
105-31-1824,A,Yangon,Member,Male,Sports and travel,69.52,7,24.33,510.97,1/2/2019,3:10:00 pm,Afternoon,15,Credit card,486.64,4.76,24.33,8.5,February,2,1,2019
249-42-3782,A,Yangon,Normal,Male,Health and beauty,70.01,5,17.5,367.55,3/1/2019,11:36:00 am,Morning,11,Ewallet,350.05,4.76,17.5,5.5,January,1,3,2019
316-55-4634,B,Mandalay,Member,Male,Food and beverages,80.05,5,20.01,420.26,26/1/2019,12:45:00 pm,Afternoon,12,Credit card,400.25,4.76,20.01,9.4,January,1,26,2019
733-33-4967,C,Naypyitaw,Normal,Male,Electronic accessories,20.85,8,8.34,175.14,3/3/2019,7:17:00 pm,Evening,19,Cash,166.8,4.76,8.34,6.3,March,3,3,2019
608-27-6295,B,Mandalay,Member,Male,Electronic accessories,52.89,6,15.87,333.21,19/1/2019,5:34:00 pm,Evening,17,Credit card,317.34,4.76,15.87,9.8,January,1,19,2019
414-12-7047,B,Mandalay,Normal,Male,Food and beverages,19.79,8,7.92,166.24,18/1/2019,12:04:00 pm,Afternoon,12,Ewallet,158.32,4.76,7.92,8.7,January,1,18,2019
827-26-2100,A,Yangon,Member,Male,Home and lifestyle,33.84,9,15.23,319.79,21/3/2019,4:21:00 pm,Afternoon,16,Ewallet,304.56,4.76,15.23,8.8,March,3,21,2019
175-54-2529,A,Yangon,Member,Male,Food and beverages,22.17,8,8.87,186.23,3/3/2019,5:01:00 pm,Evening,17,Credit card,177.36,4.76,8.87,9.6,March,3,3,2019
139-52-2867,C,Naypyitaw,Normal,Female,Fashion accessories,22.51,7,7.88,165.45,13/2/2019,10:50:00 am,Morning,10,Credit card,157.57,4.76,7.88,4.8,February,2,13,2019
407-63-8975,A,Yangon,Normal,Male,Food and beverages,73.88,6,22.16,465.44,23/3/2019,7:16:00 pm,Evening,19,Ewallet,443.28,4.76,22.16,4.4,March,3,23,2019
342-65-4817,C,Naypyitaw,Member,Male,Health and beauty,86.8,3,13.02,273.42,28/1/2019,4:47:00 pm,Afternoon,16,Ewallet,260.4,4.76,13.02,9.9,January,1,28,2019
130-98-8941,C,Naypyitaw,Normal,Male,Fashion accessories,64.26,7,22.49,472.31,9/2/2019,10:00:00 am,Morning,10,Cash,449.82,4.76,22.49,5.7,February,2,9,2019
434-83-9547,C,Naypyitaw,Member,Male,Food and beverages,38.47,8,15.39,323.15,23/1/2019,11:51:00 am,Morning,11,Cash,307.76,4.76,15.39,7.7,January,1,23,2019
851-28-6367,A,Yangon,Member,Male,Sports and travel,15.5,10,7.75,162.75,23/3/2019,10:55:00 am,Morning,10,Ewallet,155,4.76,7.75,8,March,3,23,2019
824-88-3614,C,Naypyitaw,Normal,Male,Health and beauty,34.31,8,13.72,288.2,25/1/2019,3:00:00 pm,Afternoon,15,Ewallet,274.48,4.76,13.72,5.7,January,1,25,2019
586-25-0848,A,Yangon,Normal,Female,Sports and travel,12.34,7,4.32,90.7,4/3/2019,11:19:00 am,Morning,11,Credit card,86.38,4.76,4.32,6.7,March,3,4,2019
895-66-0685,B,Mandalay,Member,Male,Food and beverages,18.08,3,2.71,56.95,5/3/2019,7:46:00 pm,Evening,19,Ewallet,54.24,4.76,2.71,8,March,3,5,2019
305-14-0245,B,Mandalay,Member,Female,Home and lifestyle,94.49,8,37.8,793.72,3/3/2019,7:00:00 pm,Evening,19,Ewallet,755.92,4.76,37.8,7.5,March,3,3,2019
732-04-5373,B,Mandalay,Member,Male,Home and lifestyle,46.47,4,9.29,195.17,8/2/2019,10:53:00 am,Morning,10,Cash,185.88,4.76,9.29,7,February,2,8,2019
400-60-7251,A,Yangon,Normal,Male,Home and lifestyle,74.07,1,3.7,77.77,10/2/2019,12:50:00 pm,Afternoon,12,Ewallet,74.07,4.76,3.7,9.9,February,2,10,2019
593-65-1552,C,Naypyitaw,Normal,Female,Home and lifestyle,69.81,4,13.96,293.2,28/1/2019,8:50:00 pm,Evening,20,Credit card,279.24,4.76,13.96,5.9,January,1,28,2019
284-34-9626,B,Mandalay,Normal,Female,Home and lifestyle,77.04,3,11.56,242.68,11/2/2019,10:39:00 am,Morning,10,Credit card,231.12,4.76,11.56,7.2,February,2,11,2019
437-58-8131,B,Mandalay,Normal,Female,Fashion accessories,73.52,2,7.35,154.39,15/1/2019,1:41:00 pm,Afternoon,13,Ewallet,147.04,4.76,7.35,4.6,January,1,15,2019
286-43-6208,C,Naypyitaw,Normal,Female,Food and beverages,87.8,9,39.51,829.71,16/3/2019,7:08:00 pm,Evening,19,Cash,790.2,4.76,39.51,9.2,March,3,16,2019
641-43-2399,B,Mandalay,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,26/1/2019,8:23:00 pm,Evening,20,Ewallet,102.2,4.76,5.11,5.7,January,1,26,2019
831-07-6050,A,Yangon,Normal,Male,Electronic accessories,32.71,5,8.18,171.73,19/3/2019,11:30:00 am,Morning,11,Credit card,163.55,4.76,8.18,9.9,March,3,19,2019
556-86-3144,C,Naypyitaw,Member,Female,Fashion accessories,74.29,1,3.71,78,13/1/2019,7:30:00 pm,Evening,19,Cash,74.29,4.76,3.71,5,January,1,13,2019
848-24-9445,C,Naypyitaw,Member,Male,Health and beauty,43.7,2,4.37,91.77,26/3/2019,6:03:00 pm,Evening,18,Cash,87.4,4.76,4.37,4.9,March,3,26,2019
856-22-8149,A,Yangon,Normal,Female,Home and lifestyle,25.29,1,1.26,26.55,23/3/2019,10:13:00 am,Morning,10,Ewallet,25.29,4.76,1.26,6.1,March,3,23,2019
699-01-4164,C,Naypyitaw,Normal,Male,Health and beauty,41.5,4,8.3,174.3,12/3/2019,7:58:00 pm,Evening,19,Credit card,166,4.76,8.3,8.2,March,3,12,2019
420-11-4919,C,Naypyitaw,Member,Female,Food and beverages,71.39,5,17.85,374.8,17/2/2019,7:57:00 pm,Evening,19,Credit card,356.95,4.76,17.85,5.5,February,2,17,2019
606-80-4905,C,Naypyitaw,Member,Female,Sports and travel,19.15,6,5.74,120.64,29/1/2019,10:01:00 am,Morning,10,Credit card,114.9,4.76,5.74,6.8,January,1,29,2019
542-41-0513,B,Mandalay,Member,Female,Electronic accessories,57.49,4,11.5,241.46,15/3/2019,11:57:00 am,Morning,11,Cash,229.96,4.76,11.5,6.6,March,3,15,2019
426-39-2418,C,Naypyitaw,Normal,Male,Electronic accessories,61.41,7,21.49,451.36,14/1/2019,10:02:00 am,Morning,10,Cash,429.87,4.76,21.49,9.8,January,1,14,2019
875-46-5808,B,Mandalay,Member,Male,Health and beauty,25.9,10,12.95,271.95,6/2/2019,2:51:00 pm,Afternoon,14,Ewallet,259,4.76,12.95,8.7,February,2,6,2019
394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,17.77,5,4.44,93.29,15/2/2019,12:42:00 pm,Afternoon,12,Credit card,88.85,4.76,4.44,5.4,February,2,15,2019
749-24-1565,A,Yangon,Normal,Female,Health and beauty,23.03,9,10.36,217.63,3/1/2019,12:02:00 pm,Afternoon,12,Ewallet,207.27,4.76,10.36,7.9,January,1,3,2019
672-51-8681,C,Naypyitaw,Member,Female,Electronic accessories,66.65,9,29.99,629.84,4/1/2019,6:19:00 pm,Evening,18,Credit card,599.85,4.76,29.99,9.7,January,1,4,2019
263-87-5680,C,Naypyitaw,Member,Female,Home and lifestyle,28.53,10,14.26,299.56,18/3/2019,5:38:00 pm,Evening,17,Ewallet,285.3,4.76,14.26,7.8,March,3,18,2019
573-58-9734,B,Mandalay,Normal,Female,Fashion accessories,30.37,3,4.56,95.67,28/3/2019,1:41:00 pm,Afternoon,13,Ewallet,91.11,4.76,4.56,5.1,March,3,28,2019
817-69-8206,B,Mandalay,Normal,Female,Electronic accessories,99.73,9,44.88,942.45,2/3/2019,7:42:00 pm,Evening,19,Credit card,897.57,4.76,44.88,6.5,March,3,2,2019
888-02-0338,A,Yangon,Normal,Male,Electronic accessories,26.23,9,11.8,247.87,25/1/2019,8:24:00 pm,Evening,20,Ewallet,236.07,4.76,11.8,5.9,January,1,25,2019
677-11-0152,C,Naypyitaw,Normal,Female,Food and beverages,93.26,9,41.97,881.31,16/1/2019,6:08:00 pm,Evening,18,Cash,839.34,4.76,41.97,8.8,January,1,16,2019
142-63-6033,B,Mandalay,Normal,Male,Home and lifestyle,92.36,5,23.09,484.89,20/3/2019,7:17:00 pm,Evening,19,Ewallet,461.8,4.76,23.09,4.9,March,3,20,2019
656-16-1063,B,Mandalay,Normal,Male,Sports and travel,46.42,3,6.96,146.22,4/1/2019,1:24:00 pm,Afternoon,13,Credit card,139.26,4.76,6.96,4.4,January,1,4,2019
891-58-8335,B,Mandalay,Member,Female,Sports and travel,29.61,7,10.36,217.63,11/3/2019,3:53:00 pm,Afternoon,15,Cash,207.27,4.76,10.36,6.5,March,3,11,2019
802-43-8934,A,Yangon,Normal,Male,Home and lifestyle,18.28,1,0.91,19.19,22/3/2019,3:05:00 pm,Afternoon,15,Credit card,18.28,4.76,0.91,8.3,March,3,22,2019
560-30-5617,B,Mandalay,Normal,Female,Sports and travel,24.77,5,6.19,130.04,24/3/2019,6:27:00 pm,Evening,18,Cash,123.85,4.76,6.19,8.5,March,3,24,2019
319-74-2561,A,Yangon,Member,Female,Electronic accessories,94.64,3,14.2,298.12,21/2/2019,4:55:00 pm,Afternoon,16,Cash,283.92,4.76,14.2,5.5,February,2,21,2019
549-03-9315,B,Mandalay,Normal,Male,Fashion accessories,94.87,8,37.95,796.91,12/2/2019,12:58:00 pm,Afternoon,12,Ewallet,758.96,4.76,37.95,8.7,February,2,12,2019
790-29-1172,B,Mandalay,Normal,Female,Food and beverages,57.34,3,8.6,180.62,10/3/2019,6:59:00 pm,Evening,18,Credit card,172.02,4.76,8.6,7.9,March,3,10,2019
239-36-3640,B,Mandalay,Normal,Male,Electronic accessories,45.35,6,13.6,285.7,31/1/2019,1:44:00 pm,Afternoon,13,Ewallet,272.1,4.76,13.6,6.1,January,1,31,2019
468-01-2051,B,Mandalay,Normal,Male,Food and beverages,62.08,7,21.73,456.29,6/3/2019,1:46:00 pm,Afternoon,13,Ewallet,434.56,4.76,21.73,5.4,March,3,6,2019
389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,2.95,62,17/2/2019,6:06:00 pm,Evening,18,Cash,59.05,4.76,2.95,9.4,February,2,17,2019
279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,12.54,1,0.63,13.17,21/2/2019,12:38:00 pm,Afternoon,12,Cash,12.54,4.76,0.63,8.2,February,2,21,2019
213-72-6612,A,Yangon,Normal,Male,Food and beverages,43.25,2,4.32,90.82,20/3/2019,3:56:00 pm,Afternoon,15,Cash,86.5,4.76,4.32,6.2,March,3,20,2019
746-68-6593,C,Naypyitaw,Member,Female,Sports and travel,87.16,2,8.72,183.04,11/1/2019,2:29:00 pm,Afternoon,14,Credit card,174.32,4.76,8.72,9.7,January,1,11,2019
836-82-5858,B,Mandalay,Member,Male,Health and beauty,69.37,9,31.22,655.55,26/1/2019,7:14:00 pm,Evening,19,Ewallet,624.33,4.76,31.22,4,January,1,26,2019
583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories,37.06,4,7.41,155.65,31/1/2019,4:24:00 pm,Afternoon,16,Ewallet,148.24,4.76,7.41,9.7,January,1,31,2019
466-61-5506,B,Mandalay,Member,Female,Electronic accessories,90.7,6,27.21,571.41,26/2/2019,10:52:00 am,Morning,10,Cash,544.2,4.76,27.21,5.3,February,2,26,2019
721-86-6247,A,Yangon,Normal,Female,Home and lifestyle,63.42,8,25.37,532.73,11/3/2019,12:55:00 pm,Afternoon,12,Ewallet,507.36,4.76,25.37,7.4,March,3,11,2019
289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,81.37,2,8.14,170.88,26/1/2019,7:28:00 pm,Evening,19,Cash,162.74,4.76,8.14,6.5,January,1,26,2019
545-46-3100,B,Mandalay,Member,Female,Electronic accessories,10.59,3,1.59,33.36,12/3/2019,1:52:00 pm,Afternoon,13,Credit card,31.77,4.76,1.59,8.7,March,3,12,2019
418-02-5978,B,Mandalay,Normal,Female,Health and beauty,84.09,9,37.84,794.65,11/2/2019,10:54:00 am,Morning,10,Cash,756.81,4.76,37.84,8,February,2,11,2019
269-04-5750,B,Mandalay,Member,Male,Fashion accessories,73.82,4,14.76,310.04,21/2/2019,6:31:00 pm,Evening,18,Cash,295.28,4.76,14.76,6.7,February,2,21,2019
157-13-5295,A,Yangon,Member,Male,Health and beauty,51.94,10,25.97,545.37,9/3/2019,6:24:00 pm,Evening,18,Ewallet,519.4,4.76,25.97,6.5,March,3,9,2019
645-78-8093,A,Yangon,Normal,Female,Sports and travel,93.14,2,9.31,195.59,20/1/2019,6:09:00 pm,Evening,18,Ewallet,186.28,4.76,9.31,4.1,January,1,20,2019
211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty,17.41,5,4.35,91.4,28/1/2019,3:16:00 pm,Afternoon,15,Credit card,87.05,4.76,4.35,4.9,January,1,28,2019
755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,44.22,5,11.06,232.16,5/3/2019,5:07:00 pm,Evening,17,Credit card,221.1,4.76,11.06,8.6,March,3,5,2019
346-84-3103,B,Mandalay,Member,Female,Electronic accessories,13.22,5,3.3,69.4,2/3/2019,7:26:00 pm,Evening,19,Cash,66.1,4.76,3.3,4.3,March,3,2,2019
478-06-7835,A,Yangon,Normal,Male,Fashion accessories,89.69,1,4.48,94.17,11/1/2019,11:20:00 am,Morning,11,Ewallet,89.69,4.76,4.48,4.9,January,1,11,2019
540-11-4336,A,Yangon,Normal,Male,Food and beverages,24.94,9,11.22,235.68,11/1/2019,4:49:00 pm,Afternoon,16,Credit card,224.46,4.76,11.22,5.6,January,1,11,2019
448-81-5016,A,Yangon,Normal,Male,Health and beauty,59.77,2,5.98,125.52,11/3/2019,12:01:00 pm,Afternoon,12,Credit card,119.54,4.76,5.98,5.8,March,3,11,2019
142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,93.2,2,9.32,195.72,28/2/2019,6:37:00 pm,Evening,18,Credit card,186.4,4.76,9.32,6,February,2,28,2019
217-58-1179,A,Yangon,Member,Male,Home and lifestyle,62.65,4,12.53,263.13,5/1/2019,11:25:00 am,Morning,11,Cash,250.6,4.76,12.53,4.2,January,1,5,2019
376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,93.87,8,37.55,788.51,2/2/2019,6:42:00 pm,Evening,18,Credit card,750.96,4.76,37.55,8.3,February,2,2,2019
530-90-9855,A,Yangon,Member,Male,Home and lifestyle,47.59,8,19.04,399.76,1/1/2019,2:47:00 pm,Afternoon,14,Cash,380.72,4.76,19.04,5.7,January,1,1,2019
866-05-7563,B,Mandalay,Member,Female,Electronic accessories,81.4,3,12.21,256.41,9/2/2019,7:43:00 pm,Evening,19,Cash,244.2,4.76,12.21,4.8,February,2,9,2019
604-70-6476,A,Yangon,Member,Male,Fashion accessories,17.94,5,4.48,94.18,23/1/2019,2:04:00 pm,Afternoon,14,Ewallet,89.7,4.76,4.48,6.8,January,1,23,2019
799-71-1548,A,Yangon,Member,Male,Electronic accessories,77.72,4,15.54,326.42,7/1/2019,4:11:00 pm,Afternoon,16,Credit card,310.88,4.76,15.54,8.8,January,1,7,2019
785-13-7708,B,Mandalay,Normal,Male,Food and beverages,73.06,7,25.57,536.99,14/1/2019,7:06:00 pm,Evening,19,Credit card,511.42,4.76,25.57,4.2,January,1,14,2019
845-51-0542,B,Mandalay,Member,Male,Food and beverages,46.55,9,20.95,439.9,2/2/2019,3:34:00 pm,Afternoon,15,Ewallet,418.95,4.76,20.95,6.4,February,2,2,2019
662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,35.19,10,17.6,369.5,17/3/2019,7:06:00 pm,Evening,19,Credit card,351.9,4.76,17.6,8.4,March,3,17,2019
883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,14.39,2,1.44,30.22,2/3/2019,7:44:00 pm,Evening,19,Credit card,28.78,4.76,1.44,7.2,March,3,2,2019
290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,16/3/2019,11:22:00 am,Morning,11,Cash,95,4.76,4.75,5.2,March,3,16,2019
704-11-6354,A,Yangon,Member,Male,Home and lifestyle,58.9,8,23.56,494.76,6/1/2019,11:23:00 am,Morning,11,Cash,471.2,4.76,23.56,8.9,January,1,6,2019
110-48-7033,B,Mandalay,Member,Male,Fashion accessories,32.62,4,6.52,137,29/1/2019,2:12:00 pm,Afternoon,14,Cash,130.48,4.76,6.52,9,January,1,29,2019
366-93-0948,A,Yangon,Member,Male,Electronic accessories,66.35,1,3.32,69.67,31/1/2019,10:46:00 am,Morning,10,Credit card,66.35,4.76,3.32,9.7,January,1,31,2019
729-09-9681,A,Yangon,Member,Male,Home and lifestyle,25.91,6,7.77,163.23,5/2/2019,10:16:00 am,Morning,10,Ewallet,155.46,4.76,7.77,8.7,February,2,5,2019
151-16-1484,A,Yangon,Member,Male,Electronic accessories,32.25,4,6.45,135.45,13/2/2019,12:38:00 pm,Afternoon,12,Ewallet,129,4.76,6.45,6.5,February,2,13,2019
380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65.94,4,13.19,276.95,7/2/2019,1:05:00 pm,Afternoon,13,Credit card,263.76,4.76,13.19,6.9,February,2,7,2019
850-41-9669,A,Yangon,Normal,Female,Electronic accessories,75.06,9,33.78,709.32,19/3/2019,1:25:00 pm,Afternoon,13,Ewallet,675.54,4.76,33.78,6.2,March,3,19,2019
821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,7/3/2019,2:53:00 pm,Afternoon,14,Ewallet,65.8,4.76,3.29,5.6,March,3,7,2019
655-85-5130,B,Mandalay,Member,Female,Fashion accessories,38.3,4,7.66,160.86,13/3/2019,7:22:00 pm,Evening,19,Cash,153.2,4.76,7.66,5.7,March,3,13,2019
447-15-7839,A,Yangon,Member,Female,Sports and travel,22.24,10,11.12,233.52,9/2/2019,11:00:00 am,Morning,11,Cash,222.4,4.76,11.12,4.2,February,2,9,2019
154-74-7179,B,Mandalay,Normal,Male,Sports and travel,54.45,1,2.72,57.17,26/2/2019,7:24:00 pm,Evening,19,Ewallet,54.45,4.76,2.72,7.9,February,2,26,2019
253-12-6086,A,Yangon,Member,Female,Sports and travel,98.4,7,34.44,723.24,12/3/2019,12:43:00 pm,Afternoon,12,Credit card,688.8,4.76,34.44,8.7,March,3,12,2019
808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,7.09,148.97,14/3/2019,5:22:00 pm,Evening,17,Credit card,141.88,4.76,7.09,6.9,March,3,14,2019
571-94-0759,B,Mandalay,Member,Female,Food and beverages,74.6,10,37.3,783.3,8/1/2019,8:55:00 pm,Evening,20,Cash,746,4.76,37.3,9.5,January,1,8,2019
144-51-6085,A,Yangon,Member,Male,Home and lifestyle,70.74,4,14.15,297.11,5/1/2019,4:05:00 pm,Afternoon,16,Credit card,282.96,4.76,14.15,4.4,January,1,5,2019
731-14-2199,A,Yangon,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,4/1/2019,1:34:00 pm,Afternoon,13,Ewallet,355.4,4.76,17.77,7,January,1,4,2019
783-09-1637,B,Mandalay,Normal,Female,Sports and travel,67.43,5,16.86,354.01,6/3/2019,6:13:00 pm,Evening,18,Ewallet,337.15,4.76,16.86,6.3,March,3,6,2019
687-15-1097,C,Naypyitaw,Member,Female,Health and beauty,21.12,2,2.11,44.35,3/1/2019,7:17:00 pm,Evening,19,Cash,42.24,4.76,2.11,9.7,January,1,3,2019
126-54-1082,A,Yangon,Member,Female,Home and lifestyle,21.54,9,9.69,203.55,7/1/2019,11:44:00 am,Morning,11,Credit card,193.86,4.76,9.69,8.8,January,1,7,2019
633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,12.03,2,1.2,25.26,27/1/2019,3:51:00 pm,Afternoon,15,Cash,24.06,4.76,1.2,5.1,January,1,27,2019
477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.71,6,29.91,628.17,26/2/2019,4:52:00 pm,Afternoon,16,Ewallet,598.26,4.76,29.91,7.9,February,2,26,2019
566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,47.97,7,16.79,352.58,7/1/2019,8:52:00 pm,Evening,20,Cash,335.79,4.76,16.79,6.2,January,1,7,2019
526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,7/1/2019,5:36:00 pm,Evening,17,Cash,218.2,4.76,10.91,7.1,January,1,7,2019
376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,19.08,400.76,2/2/2019,1:23:00 pm,Afternoon,13,Ewallet,381.68,4.76,19.08,6.4,February,2,2,2019
537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,70.99,10,35.5,745.4,20/3/2019,4:28:00 pm,Afternoon,16,Cash,709.9,4.76,35.5,5.7,March,3,20,2019
828-61-5674,A,Yangon,Member,Male,Sports and travel,44.02,10,22.01,462.21,20/3/2019,7:57:00 pm,Evening,19,Credit card,440.2,4.76,22.01,9.6,March,3,20,2019
136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,69.96,8,27.98,587.66,15/2/2019,5:01:00 pm,Evening,17,Credit card,559.68,4.76,27.98,6.4,February,2,15,2019
523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,37,1,1.85,38.85,6/3/2019,1:29:00 pm,Afternoon,13,Credit card,37,4.76,1.85,7.9,March,3,6,2019
490-29-1201,A,Yangon,Normal,Female,Sports and travel,15.34,1,0.77,16.11,6/1/2019,11:09:00 am,Morning,11,Cash,15.34,4.76,0.77,6.5,January,1,6,2019
667-92-0055,A,Yangon,Member,Male,Health and beauty,99.83,6,29.95,628.93,4/3/2019,3:02:00 pm,Afternoon,15,Ewallet,598.98,4.76,29.95,8.5,March,3,4,2019
565-17-3836,A,Yangon,Member,Female,Health and beauty,47.67,4,9.53,200.21,12/3/2019,2:21:00 pm,Afternoon,14,Cash,190.68,4.76,9.53,9.1,March,3,12,2019
498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.68,5,16.67,350.07,20/2/2019,6:01:00 pm,Evening,18,Cash,333.4,4.76,16.67,7.6,February,2,20,2019
593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,3.74,78.6,24/3/2019,2:49:00 pm,Afternoon,14,Cash,74.86,4.76,3.74,6.9,March,3,24,2019
